station,degC,degC_1,days,mm,hours
Hurn,2002,7,20.7,11.6,0
Hurn,2002,8,21.8,12.0,0
Hurn,2002,9,20.0,8.9,0
Hurn,2002,10,15.2,6.9,3
Hurn,2002,11,13.0,6.9,0
Hurn,2002,12,9.3,4.7,4
Hurn,2003,1,8.4,0.8,14
Hurn,2003,2,8.6,0.8,15
Hurn,2003,3,13.1,2.8,10
Hurn,2003,4,15.2,4.0,8
Hurn,2003,5,16.2,7.4,0
Hurn,2003,6,20.6,11.0,0
Hurn,2003,7,22.0,12.9,0
Hurn,2003,8,24.9,12.7,0
Hurn,2003,9,20.3,7.9,1
Hurn,2003,10,14.8,4.8,5
Hurn,2003,11,12.5,5.0,5
Hurn,2003,12,9.5,2.5,9
Hurn,2004,1,9.3,2.6,10
Hurn,2004,2,8.9,2.0,11
Hurn,2004,3,10.8,2.4,10
Hurn,2004,4,13.6,4.6,2
Hurn,2004,5,17.4,6.8,0
Hurn,2004,6,21.4,10.6,0
Hurn,2004,7,21.2,11.6,0
Hurn,2004,8,22.1,13.1,0
Hurn,2004,9,20.3,11.2,0
Hurn,2004,10,15.0,7.2,0
Hurn,2004,11,11.7,4.6,4
Hurn,2004,12,9.1,1.0,16
Hurn,2005,1,9.7,3.1,6
Hurn,2005,2,7.8,1.4,12
Hurn,2005,3,11.5,3.2,9
Hurn,2005,4,13.8,4.9,5
Hurn,2005,5,16.1,6.9,1
Hurn,2005,6,20.6,11.0,0
Hurn,2005,7,22.0,12.8,0
Hurn,2005,8,22.0,10.6,0
Hurn,2005,9,20.8,10.1,0
Hurn,2005,10,17.1,10.4,0
Hurn,2005,11,10.8,1.5,14
Hurn,2005,12,8.6,-1.0,20
Hurn,2006,1,8.0,1.6,12
Hurn,2006,2,7.2,0.3,13
Hurn,2006,3,9.3,2.2,9
Hurn,2006,4,13.7,4.8,5
Hurn,2006,5,16.7,8.3,0
Hurn,2006,6,21.4,10.4,0
Hurn,2006,7,25.5,13.4,0
Hurn,2006,8,22.1,13.0,0
Hurn,2006,9,21.3,12.6,0
Hurn,2006,10,17.4,10.2,0
Hurn,2006,11,13.1,4.0,8
Hurn,2006,12,9.9,4.0,8
Hurn,2007,1,10.4,4.6,4
Hurn,2007,2,10.2,3.8,8
Hurn,2007,3,12.3,3.0,7
Hurn,2007,4,18.5,5.6,2
Hurn,2007,5,17.7,8.5,0
Hurn,2007,6,19.8,12.0,0
Hurn,2007,7,19.9,11.7,0
Hurn,2007,8,20.9,10.8,0
Hurn,2007,9,19.5,8.9,0
Hurn,2007,10,15.6,6.5,2
Hurn,2007,11,12.0,2.7,8
Hurn,2007,12,9.2,1.9,12
Hurn,2008,1,10.5,3.4,6
Hurn,2008,2,10.9,-0.5,18
Hurn,2008,3,10.9,2.9,8
Hurn,2008,4,13.3,3.8,7
Hurn,2008,5,19.3,9.1,0
Hurn,2008,6,19.6,9.8,0
Hurn,2008,7,21.1,12.0,0
Hurn,2008,8,19.9,13.2,0
Hurn,2008,9,18.4,9.0,0
Hurn,2008,10,14.6,5.1,5
Hurn,2008,11,11.1,4.6,5
Hurn,2008,12,7.7,-0.2,17
Hurn,2009,1,7.1,-0.4,19
Hurn,2009,2,8.3,1.0,11
Hurn,2009,3,12.3,1.4,15
Hurn,2009,4,14.2,5.1,2
Hurn,2009,5,17.7,7.7,0
Hurn,2009,6,21.0,10.2,0
Hurn,2009,7,20.4,13.0,0
Hurn,2009,8,21.2,12.4,0
Hurn,2009,9,19.8,9.4,0
Hurn,2009,10,16.3,8.2,1
Hurn,2009,11,12.9,6.9,0
Hurn,2009,12,7.6,-0.2,19
Hurn,2010,1,5.2,-2.1,20
Hurn,2010,2,7.3,0.6,9
Hurn,2010,3,10.5,2.0,11
Hurn,2010,4,14.6,2.8,5
Hurn,2010,5,17.0,5.5,2
Hurn,2010,6,22.0,9.2,0
Hurn,2010,7,22.8,13.3,0
Hurn,2010,8,21.0,11.2,0
Hurn,2010,9,19.0,9.0,0
Hurn,2010,10,15.6,6.5,7
Hurn,2010,11,9.8,2.7,12
Hurn,2010,12,3.9,-3.4,27
Hurn,2011,1,7.7,1.8,9
Hurn,2011,2,10.4,3.0,8
Hurn,2011,3,12.3,1.8,10
Hurn,2011,4,18.3,5.7,0
Hurn,2011,5,17.7,7.6,0
Hurn,2011,6,19.5,9.5,0
Hurn,2011,7,20.6,10.4,0
Hurn,2011,8,20.4,11.6,0
Hurn,2011,9,19.8,11.3,0
Hurn,2011,10,17.3,8.6,1
Hurn,2011,11,14.0,6.9,2
Hurn,2011,12,10.6,3.2,6
Hurn,2012,1,10.1,2.3,11
Hurn,2012,2,8.4,0.4,14
Hurn,2012,3,14.4,2.0,7
Hurn,2012,4,12.7,2.8,11
Hurn,2012,5,17.6,7.8,1
Hurn,2012,6,17.8,11.3,0
Hurn,2012,7,20.0,11.4,0
Hurn,2012,8,21.2,13.1,0
Hurn,2012,9,18.9,8.1,0
Hurn,2012,10,14.4,7.4,2
Hurn,2012,11,11.2,3.4,7
Hurn,2012,12,9.9,2.0,12
Hurn,2013,1,7.4,2.5,8
Hurn,2013,2,7.0,0.2,12
Hurn,2013,3,7.2,0.4,14
Hurn,2013,4,12.0,3.0,10
Hurn,2013,5,15.9,5.7,1
Hurn,2013,6,19.6,9.9,0
Hurn,2013,7,25.4,12.3,0
Hurn,2013,8,22.9,11.8,0
Hurn,2013,9,19.9,9.3,0
Hurn,2013,10,16.9,9.4,1
Hurn,2013,11,10.8,2.9,9
Hurn,2013,12,10.8,2.1,10
Hurn,2014,1,10.3,2.5,11
Hurn,2014,2,10.4,4.0,2
Hurn,2014,3,12.9,2.7,6
Hurn,2014,4,14.7,5.5,0
Hurn,2014,5,16.8,8.1,0
Hurn,2014,6,21.1,10.6,0
Hurn,2014,7,24.5,12.4,0
Hurn,2014,8,21.2,10.6,0
Hurn,2014,9,21.3,9.9,0
Hurn,2014,10,16.8,9.7,0
Hurn,2014,11,12.6,5.9,3
Hurn,2014,12,9.6,1.3,14
Hurn,2015,1,9.6,1.4,11
Hurn,2015,2,8.2,-0.2,16
Hurn,2015,3,11.1,2.5,9
Hurn,2015,4,15.6,3.9,5
Hurn,2015,5,16.2,7.6,0
Hurn,2015,6,20.5,9.7,0
Hurn,2015,7,21.5,12.1,0
Hurn,2015,8,20.5,11.8,0
Hurn,2015,9,18.7,8.0,0
Hurn,2015,10,15.5,7.1,1
Hurn,2015,11,13.4,7.9,3
Hurn,2015,12,13.5,9.2,0
Hurn,2016,1,10.0,2.1,10
Hurn,2016,2,9.6*,2.7*,10*
Hurn,2016,3,10.9,1.4,11
Hurn,2016,4,12.9,3.2,6
Hurn,2016,5,18.0,7.5,2
Hurn,2016,6,19.6,11.4,0
Hurn,2016,7,22.4,12.6,0
Hurn,2016,8,23.1,12.3,0
Hurn,2016,9,20.7,12.0,0
Hurn,2016,10,15.5,6.1,0
Hurn,2016,11,11.1,2.0,9
Hurn,2016,12,10.3,2.1,10
Hurn,2017,1,8.1,-0.1,17
Hurn,2017,2,9.9,3.7,7
Hurn,2017,3,13.2,5.5,1
Hurn,2017,4,15.0,3.2,5
Hurn,2017,5,18.3,8.3,0
Hurn,2017,6,21.9,11.4,0
Hurn,2017,7,22.1,13.0,0
Hurn,2017,8,21.0,11.4,0
Hurn,2017,9,18.1,9.5,0
Hurn,2017,10,16.6,8.8,2
Hurn,2017,11,11.8,2.2,9
Hurn,2017,12,9.7,1.6,13
Hurn,2018,1,10.2,2.9,7
Hurn,2018,2,7.4,-1.3,20
Hurn,2018,3,9.4,2.2,8
Hurn,2018,4,14.3,6.8,0
Hurn,2018,5,19.4,7.5,0
Hurn,2018,6,22.9,11.2,0
Hurn,2018,7,25.9,13.1,0
Hurn,2018,8,22.8,12.1,0
Hurn,2018,9,19.6,8.6,0
Hurn,2018,10,15.6,5.8,4
Hurn,2018,11,12.4,5.3,6
Hurn,2018,12,11.2,4.5,5
Hurn,2019,1,8.0,0.1,18
Hurn,2019,2,11.2,0.9,12
Hurn,2019,3,12.8,4.3,5
Hurn,2019,4,15.2,4.0,2
Hurn,2019,5,17.5,5.9,2
Hurn,2019,6,19.9,10.5,0
Hurn,2019,7,23.7,12.5,0
Hurn,2019,8,22.4,12.1,0
Hurn,2019,9,20.2,10.2,0
Hurn,2019,10,15.5,7.7,1
Hurn,2019,11,11.0,3.5,7
Hurn,2019,12,10.6,3.4,9
Hurn,2020,1,10.1,4.2,5
Hurn,2020,2,11.0,4.3,3
Hurn,2020,3,11.7,3.5,5
Hurn,2020,4,17.1,5.1,4
Hurn,2020,5,19.9,6.4,2
Hurn,2020,6,20.7,11.1,0
Hurn,2020,7,22.1,11.4,0
Hurn,2020,8,23.4,14.1,0
Hurn,2020,9,20.7,9.0,0
Hurn,2020,10,15.2,7.7,0
Hurn,2020,11,13.1,6.1,4
Hurn,2020,12,9.2,2.3,11
Hurn,2021,1,7.6,0.7,15
Hurn,2021,2,9.5,2.9,9
Hurn,2021,3,12.1,2.8,8
Hurn,2021,4,13.1,0.1,15
Hurn,2021,5,15.4,5.8,4
Hurn,2021,6,20.7,10.9,0
Hurn,2021,7,22.6*,13.4,0
Hurn,2021,8,21.2,11.8,0
Hurn,2021,9,21.6,10.4,0
Hurn,2021,10,16.9,8.8,0
Hurn,2021,11,11.8,2.8,11
Hurn,2021,12,10.8,5.3,6
Hurn,2022,1,9.5,0.7*,19*
Lerwick,1930,12,7.0,3.6,0
Lerwick,1931,1,4.9,0.2,13
Lerwick,1931,2,4.4,-0.3,12
Lerwick,1931,3,4.2,-1.0,17
Lerwick,1931,4,8.1,2.5,1
Lerwick,1931,5,10.7,5.3,0
Lerwick,1931,6,11.4,5.7,1
Lerwick,1931,7,13.7,9.1,0
Lerwick,1931,8,13.9,8.0,0
Lerwick,1931,9,11.8,6.6,0
Lerwick,1931,10,9.8,4.5,5
Lerwick,1931,11,9.2,6.1,0
Lerwick,1931,12,7.2,2.7,4
Lerwick,1932,1,7.7,2.6,4
Lerwick,1932,2,7.4,2.7,2
Lerwick,1932,3,6.0,1.3,9
Lerwick,1932,4,7.4,1.1,7
Lerwick,1932,5,10.6,4.7,0
Lerwick,1932,6,12.3,6.7,0
Lerwick,1932,7,14.6,9.7,0
Lerwick,1932,8,14.3,9.4,0
Lerwick,1932,9,11.8,6.5,0
Lerwick,1932,10,8.7,3.9,2
Lerwick,1932,11,8.1,3.5,2
Lerwick,1932,12,7.3,3.0,5
Lerwick,1933,1,6.2,2.5,2
Lerwick,1933,2,4.4,-0.6,17
Lerwick,1933,3,7.6,2.9,2
Lerwick,1933,4,7.9,2.5,3
Lerwick,1933,5,10.3,5.2,0
Lerwick,1933,6,15.1,9.0,0
Lerwick,1933,7,16.1,11.2,0
Lerwick,1933,8,15.6,10.6,0
Lerwick,1933,9,14.2,8.9,0
Lerwick,1933,10,10.6,5.9,0
Lerwick,1933,11,7.8,4.0,0
Lerwick,1933,12,7.2,3.9,0
Lerwick,1934,1,7.1,2.8,2
Lerwick,1934,2,7.6,3.2,3
Lerwick,1934,3,6.3,1.5,5
Lerwick,1934,4,7.8,2.6,1
Lerwick,1934,5,10.1,4.6,1
Lerwick,1934,6,13.3,7.2,0
Lerwick,1934,7,15.2,10.8,0
Lerwick,1934,8,15.1,11.0,0
Lerwick,1934,9,13.5,9.2,0
Lerwick,1934,10,9.9,5.3,1
Lerwick,1934,11,7.5,3.2,1
Lerwick,1934,12,7.8,5.4,1
Lerwick,1935,1,6.3,2.6,6
Lerwick,1935,2,5.2,0.4,12
Lerwick,1935,3,7.5,3.0,2
Lerwick,1935,4,7.8,2.5,6
Lerwick,1935,5,10.1,4.4,2
Lerwick,1935,6,12.2,7.1,0
Lerwick,1935,7,14.1,8.9,0
Lerwick,1935,8,14.6,10.3,0
Lerwick,1935,9,12.7,8.7,0
Lerwick,1935,10,9.2,5.5,1
Lerwick,1935,11,8.0,4.9,0
Lerwick,1935,12,5.1,1.4,8
Lerwick,1936,1,4.1,0.1,13
Lerwick,1936,2,4.7,0.6,8
Lerwick,1936,3,6.4,2.0,7
Lerwick,1936,4,7.4,1.4,8
Lerwick,1936,5,11.0,5.1,0
Lerwick,1936,6,14.0,7.0,0
Lerwick,1936,7,16.0,10.8,0
Lerwick,1936,8,14.9,10.7,0
Lerwick,1936,9,13.4,8.9,0
Lerwick,1936,10,10.3,5.8,0
Lerwick,1936,11,8.2,3.9,0
Lerwick,1936,12,6.9,2.2,5
Lerwick,1937,1,5.4,2.1,6
Lerwick,1937,2,4.4,0.2,11
Lerwick,1937,3,4.1,-0.9,20
Lerwick,1937,4,8.7,3.7,0
Lerwick,1937,5,11.4,5.9,0
Lerwick,1937,6,12.5,7.1,0
Lerwick,1937,7,14.0,9.6,0
Lerwick,1937,8,14.6,9.6,0
Lerwick,1937,9,12.7,7.8,0
Lerwick,1937,10,11.0,7.2,0
Lerwick,1937,11,7.1,3.1,5
Lerwick,1937,12,5.1,1.6,5
Lerwick,1938,1,6.5,2.2,7
Lerwick,1938,2,5.9,1.9,3
Lerwick,1938,3,8.2,3.7,2
Lerwick,1938,4,8.7,3.3,6
Lerwick,1938,5,9.6,4.2,3
Lerwick,1938,6,12.2,7.4,0
Lerwick,1938,7,14.1,9.5,0
Lerwick,1938,8,15.6,9.8,0
Lerwick,1938,9,13.0,8.2,0
Lerwick,1938,10,10.7,6.7,0
Lerwick,1938,11,8.2,4.3,0
Lerwick,1938,12,6.2,2.6,4
Lerwick,1939,1,4.7,0.2,11
Lerwick,1939,2,7.1,3.2,2
Lerwick,1939,3,7.2,2.4,3
Lerwick,1939,4,8.2,2.5,4
Lerwick,1939,5,10.9,5.5,0
Lerwick,1939,6,13.3,7.2,0
Lerwick,1939,7,13.5,9.6,0
Lerwick,1939,8,15.3,10.6,0
Lerwick,1939,9,13.7,9.2,0
Lerwick,1939,10,9.5,4.5,0
Lerwick,1939,11,7.8,3.4,4
Lerwick,1939,12,5.7,1.8,10
Lerwick,1940,1,3.9,-0.4,16
Lerwick,1940,2,4.2,-0.2,18
Lerwick,1940,3,5.3,0.4,13
Lerwick,1940,4,7.3,2.1,4
Lerwick,1940,5,11.5,5.9,0
Lerwick,1940,6,14.5,8.8,0
Lerwick,1940,7,13.8,8.8,0
Lerwick,1940,8,13.2,8.3,0
Lerwick,1940,9,11.4,6.9,0
Lerwick,1940,10,9.9,6.0,0
Lerwick,1940,11,7.5,2.6,4
Lerwick,1940,12,6.0,1.9,3
Lerwick,1941,1,3.1,-0.9,16
Lerwick,1941,2,4.4,-0.4,12
Lerwick,1941,3,5.6,0.5,10
Lerwick,1941,4,7.3,1.7,5
Lerwick,1941,5,9.7,3.9,3
Lerwick,1941,6,12.7,7.4,0
Lerwick,1941,7,15.2,10.3,0
Lerwick,1941,8,14.5,9.2,0
Lerwick,1941,9,13.3,8.8,0
Lerwick,1941,10,10.5,5.4,1
Lerwick,1941,11,7.3,3.8,0
Lerwick,1941,12,7.3,2.9,6
Lerwick,1942,1,3.5,-0.1,12
Lerwick,1942,2,3.8,-0.4,13
Lerwick,1942,3,4.2,0.1,15
Lerwick,1942,4,9.2,3.0,1
Lerwick,1942,5,10.3,4.8,0
Lerwick,1942,6,11.9,7.0,0
Lerwick,1942,7,13.7,9.3,0
Lerwick,1942,8,13.9,10.2,0
Lerwick,1942,9,12.6,8.2,0
Lerwick,1942,10,9.6,5.2,0
Lerwick,1942,11,7.9,3.9,6
Lerwick,1942,12,7.4,3.2,8
Lerwick,1943,1,5.6,1.6,10
Lerwick,1943,2,7.4,2.2,6
Lerwick,1943,3,8.0,3.6,3
Lerwick,1943,4,8.7,3.9,3
Lerwick,1943,5,10.8,5.8,0
Lerwick,1943,6,12.7,8.3,0
Lerwick,1943,7,14.5,9.2,0
Lerwick,1943,8,13.7,8.6,0
Lerwick,1943,9,13.0,8.4,0
Lerwick,1943,10,11.3,8.1,0
Lerwick,1943,11,7.5,3.3,2
Lerwick,1943,12,7.1,2.9,2
Lerwick,1944,1,6.4,1.6,9
Lerwick,1944,2,5.6,1.1,7
Lerwick,1944,3,6.1,0.9,12
Lerwick,1944,4,7.8,3.7,2
Lerwick,1944,5,9.6,5.1,0
Lerwick,1944,6,12.2,7.4,0
Lerwick,1944,7,14.4,10.1,0
Lerwick,1944,8,14.8,10.3,0
Lerwick,1944,9,12.4,7.7,0
Lerwick,1944,10,10.0,6.3,0
Lerwick,1944,11,6.5,2.0,4
Lerwick,1944,12,5.8,1.9,6
Lerwick,1945,1,3.2,-1.5,25
Lerwick,1945,2,6.7,2.2,5
Lerwick,1945,3,8.4,4.2,3
Lerwick,1945,4,8.5,3.8,2
Lerwick,1945,5,10.8,5.5,0
Lerwick,1945,6,12.8,8.1,0
Lerwick,1945,7,15.0,9.8,0
Lerwick,1945,8,14.9,10.1,0
Lerwick,1945,9,13.8,9.2,0
Lerwick,1945,10,11.4,8.0,0
Lerwick,1945,11,9.3,5.2,0
Lerwick,1945,12,6.9,2.6,5
Lerwick,1946,1,6.5,2.6,4
Lerwick,1946,2,5.1,0.5,9
Lerwick,1946,3,6.7,1.6,8
Lerwick,1946,4,9.1,3.4,0
Lerwick,1946,5,11.1,5.2,0
Lerwick,1946,6,12.4,7.9,0
Lerwick,1946,7,14.7,10.3,0
Lerwick,1946,8,14.5,9.8,0
Lerwick,1946,9,13.6,9.4,0
Lerwick,1946,10,10.2,6.4,0
Lerwick,1946,11,8.2,4.2,2
Lerwick,1946,12,6.6,3.1,0
Lerwick,1947,1,5.3,1.1,6
Lerwick,1947,2,1.5,-2.2,25
Lerwick,1947,3,2.9,-2.4,19
Lerwick,1947,4,7.9,2.5,6
Lerwick,1947,5,11.5,6.3,0
Lerwick,1947,6,13.0,7.9,0
Lerwick,1947,7,16.1,10.7,0
Lerwick,1947,8,17.2,11.5,0
Lerwick,1947,9,13.7,8.5,0
Lerwick,1947,10,10.9,6.6,0
Lerwick,1947,11,6.7,2.6,5
Lerwick,1947,12,6.7,2.4,5
Lerwick,1948,1,4.5,0.4,11
Lerwick,1948,2,6.0,2.0,2
Lerwick,1948,3,8.3,3.3,1
Lerwick,1948,4,8.8,3.5,2
Lerwick,1948,5,10.8,4.0,2
Lerwick,1948,6,12.4,7.3,0
Lerwick,1948,7,13.4,8.8,0
Lerwick,1948,8,13.0,8.6,0
Lerwick,1948,9,12.3,7.8,0
Lerwick,1948,10,9.1,4.6,4
Lerwick,1948,11,8.4,3.7,4
Lerwick,1948,12,7.7,4.6,1
Lerwick,1949,1,6.6,0.8,10
Lerwick,1949,2,6.8,2.3,5
Lerwick,1949,3,5.2,0.7,15
Lerwick,1949,4,8.9,3.2,3
Lerwick,1949,5,10.2,5.1,0
Lerwick,1949,6,12.5,7.2,0
Lerwick,1949,7,14.7,9.6,0
Lerwick,1949,8,13.9,9.7,0
Lerwick,1949,9,13.9,10.1,0
Lerwick,1949,10,11.1,7.1,0
Lerwick,1949,11,9.0,5.0,0
Lerwick,1949,12,6.0,1.5,5
Lerwick,1950,1,6.4,3.3,1
Lerwick,1950,2,4.9,0.6,7
Lerwick,1950,3,7.3,3.1,4
Lerwick,1950,4,7.8,2.6,4
Lerwick,1950,5,10.8,5.1,1
Lerwick,1950,6,13.0,8.1,0
Lerwick,1950,7,14.8,9.9,0
Lerwick,1950,8,15.4,10.8,0
Lerwick,1950,9,12.8,8.0,0
Lerwick,1950,10,10.0,6.1,0
Lerwick,1950,11,6.8,2.4,4
Lerwick,1950,12,3.5,-0.9,19
Lerwick,1951,1,5.0,1.1,5
Lerwick,1951,2,5.1,0.8,5
Lerwick,1951,3,4.5,-0.2,15
Lerwick,1951,4,6.4,1.0,9
Lerwick,1951,5,9.8,4.0,1
Lerwick,1951,6,11.7,5.9,1
Lerwick,1951,7,13.0,8.4,0
Lerwick,1951,8,13.9,9.5,0
Lerwick,1951,9,12.9,8.6,0
Lerwick,1951,10,11.0,7.3,1
Lerwick,1951,11,8.4,4.3,4
Lerwick,1951,12,6.7,2.0,8
Lerwick,1952,1,3.9,-1.2,17
Lerwick,1952,2,4.7,0.5,12
Lerwick,1952,3,6.3,2.0,5
Lerwick,1952,4,9.5,3.5,3
Lerwick,1952,5,10.2,6.1,0
Lerwick,1952,6,11.3,6.3,0
Lerwick,1952,7,13.7,8.6,0
Lerwick,1952,8,13.4,8.9,0
Lerwick,1952,9,10.6,5.9,0
Lerwick,1952,10,9.2,5.3,0
Lerwick,1952,11,5.5,1.7,7
Lerwick,1952,12,5.9,1.7,7
Lerwick,1953,1,6.7,2.1,8
Lerwick,1953,2,5.7,0.4,13
Lerwick,1953,3,8.0,3.2,1
Lerwick,1953,4,7.6,1.5,8
Lerwick,1953,5,10.2,5.5,0
Lerwick,1953,6,13.3,8.2,0
Lerwick,1953,7,14.7,10.2,0
Lerwick,1953,8,14.6,9.9,0
Lerwick,1953,9,13.4,9.0,0
Lerwick,1953,10,11.3,7.5,0
Lerwick,1953,11,9.0,5.3,0
Lerwick,1953,12,7.9,4.3,1
Lerwick,1954,1,5.5,1.5,6
Lerwick,1954,2,4.4,0.6,8
Lerwick,1954,3,6.1,2.0,6
Lerwick,1954,4,8.5,2.5,2
Lerwick,1954,5,11.3,5.7,0
Lerwick,1954,6,12.4,7.1,0
Lerwick,1954,7,13.3,9.0,0
Lerwick,1954,8,13.7,9.3,0
Lerwick,1954,9,11.7,6.9,1
Lerwick,1954,10,9.3,4.7,0
Lerwick,1954,11,7.5,3.6,1
Lerwick,1954,12,6.5,1.9,8
Lerwick,1955,1,4.0,-0.1,11
Lerwick,1955,2,2.5,-1.8,21
Lerwick,1955,3,4.9,1.0,9
Lerwick,1955,4,8.9,3.4,2
Lerwick,1955,5,9.3,3.3,3
Lerwick,1955,6,12.4,6.6,0
Lerwick,1955,7,15.8,10.1,0
Lerwick,1955,8,15.1,10.6,0
Lerwick,1955,9,13.9,9.0,0
Lerwick,1955,10,9.5,4.8,2
Lerwick,1955,11,8.7,5.0,2
Lerwick,1955,12,4.6,0.0,13
Lerwick,1956,1,3.8,-0.7,18
Lerwick,1956,2,4.7,-0.2,14
Lerwick,1956,3,5.3,1.8,5
Lerwick,1956,4,7.2,1.5,8
Lerwick,1956,5,11.1,5.6,0
Lerwick,1956,6,11.8,6.3,0
Lerwick,1956,7,13.3,9.2,0
Lerwick,1956,8,12.8,7.9,0
Lerwick,1956,9,12.4,9.0,0
Lerwick,1956,10,9.6,5.6,0
Lerwick,1956,11,8.2,4.6,3
Lerwick,1956,12,6.7,2.7,0
Lerwick,1957,1,6.9,2.5,0
Lerwick,1957,2,5.0,0.7,7
Lerwick,1957,3,7.5,4.0,2
Lerwick,1957,4,9.1,3.5,3
Lerwick,1957,5,10.1,4.2,4
Lerwick,1957,6,12.2,6.6,0
Lerwick,1957,7,13.4,9.5,0
Lerwick,1957,8,13.0,9.5,0
Lerwick,1957,9,11.7,7.2,0
Lerwick,1957,10,10.2,5.9,0
Lerwick,1957,11,8.0,4.3,0
Lerwick,1957,12,5.9,1.9,9
Lerwick,1958,1,4.7,0.2,14
Lerwick,1958,2,3.4,-1.0,18
Lerwick,1958,3,3.8,-0.5,16
Lerwick,1958,4,7.6,2.2,6
Lerwick,1958,5,9.3,3.6,0
Lerwick,1958,6,12.5,7.3,0
Lerwick,1958,7,14.4,9.3,0
Lerwick,1958,8,13.6,9.8,0
Lerwick,1958,9,14.1,10.1,0
Lerwick,1958,10,11.2,7.8,0
Lerwick,1958,11,9.3,5.2,1
Lerwick,1958,12,5.8,1.7,5
Lerwick,1959,1,2.8,-1.9,22
Lerwick,1959,2,6.6,2.4,3
Lerwick,1959,3,7.5,3.7,1
Lerwick,1959,4,8.9,4.4,0
Lerwick,1959,5,11.0,5.5,0
Lerwick,1959,6,13.2,7.8,0
Lerwick,1959,7,14.9,10.4,0
Lerwick,1959,8,14.6,10.1,0
Lerwick,1959,9,13.9,8.8,0
Lerwick,1959,10,11.7,8.0,0
Lerwick,1959,11,8.7,4.5,0
Lerwick,1959,12,6.9,3.1,0
Lerwick,1960,1,5.0,0.6,14
Lerwick,1960,2,4.8,0.5,14
Lerwick,1960,3,6.3,3.1,3
Lerwick,1960,4,8.6,4.0,0
Lerwick,1960,5,11.9,6.3,0
Lerwick,1960,6,13.8,8.9,0
Lerwick,1960,7,14.5,9.6,0
Lerwick,1960,8,14.7,9.8,0
Lerwick,1960,9,13.6,8.8,0
Lerwick,1960,10,10.1,6.5,0
Lerwick,1960,11,7.7,3.8,2
Lerwick,1960,12,6.3,2.0,5
Lerwick,1961,1,5.2,1.6,8
Lerwick,1961,2,6.7,2.5,5
Lerwick,1961,3,8.0,3.1,5
Lerwick,1961,4,7.6,3.2,6
Lerwick,1961,5,10.1,5.3,0
Lerwick,1961,6,12.5,7.5,0
Lerwick,1961,7,13.7,9.3,0
Lerwick,1961,8,14.3,9.6,0
Lerwick,1961,9,13.4,9.2,0
Lerwick,1961,10,11.1,7.9,0
Lerwick,1961,11,7.4,3.5,3
Lerwick,1961,12,4.5,0.3,16
Lerwick,1962,1,6.0,1.9,2
Lerwick,1962,2,5.8,0.9,11
Lerwick,1962,3,3.7,-0.8,14
Lerwick,1962,4,7.5,2.1,6
Lerwick,1962,5,9.2,4.7,0
Lerwick,1962,6,12.8,7.1,0
Lerwick,1962,7,12.9,8.3,0
Lerwick,1962,8,13.3,8.8,0
Lerwick,1962,9,11.6,8.2,0
Lerwick,1962,10,10.6,6.8,2
Lerwick,1962,11,6.5,2.4,9
Lerwick,1962,12,5.7,1.5,10
Lerwick,1963,1,3.1,-1.4,17
Lerwick,1963,2,3.6,-0.4,15
Lerwick,1963,3,6.0,2.8,1
Lerwick,1963,4,7.6,3.3,3
Lerwick,1963,5,10.0,4.9,0
Lerwick,1963,6,13.3,8.6,0
Lerwick,1963,7,13.6,8.3,0
Lerwick,1963,8,14.4,9.4,0
Lerwick,1963,9,12.2,8.0,0
Lerwick,1963,10,10.4,6.2,0
Lerwick,1963,11,7.0,3.2,6
Lerwick,1963,12,5.4,1.3,7
Lerwick,1964,1,7.2,3.2,3
Lerwick,1964,2,6.0,2.0,8
Lerwick,1964,3,6.3,2.4,3
Lerwick,1964,4,8.5,3.8,1
Lerwick,1964,5,10.9,6.2,0
Lerwick,1964,6,12.6,7.3,0
Lerwick,1964,7,13.3,9.0,0
Lerwick,1964,8,12.6,7.6,0
Lerwick,1964,9,11.5,6.6,0
Lerwick,1964,10,9.8,6.0,2
Lerwick,1964,11,8.0,3.7,4
Lerwick,1964,12,5.2,0.4,14
Lerwick,1965,1,4.8,0.7,10
Lerwick,1965,2,5.6,1.9,8
Lerwick,1965,3,5.3,0.6,15
Lerwick,1965,4,7.9,2.9,2
Lerwick,1965,5,8.9,4.7,0
Lerwick,1965,6,12.5,7.7,0
Lerwick,1965,7,12.7,6.9,0
Lerwick,1965,8,13.3,8.9,0
Lerwick,1965,9,12.6,8.5,0
Lerwick,1965,10,10.9,7.5,0
Lerwick,1965,11,5.1,0.9,11
Lerwick,1965,12,3.9,-0.6,16
Lerwick,1966,1,4.2,0.6,10
Lerwick,1966,2,3.8,-0.2,16
Lerwick,1966,3,6.0,1.8,10
Lerwick,1966,4,6.9,1.7,9
Lerwick,1966,5,10.0,5.1,0
Lerwick,1966,6,13.4,9.1,0
Lerwick,1966,7,13.8,8.8,0
Lerwick,1966,8,14.1,8.8,0
Lerwick,1966,9,12.4,8.3,0
Lerwick,1966,10,10.0,6.3,0
Lerwick,1966,11,6.4,2.2,5
Lerwick,1966,12,5.5,1.0,10
Lerwick,1967,1,5.3,1.6,8
Lerwick,1967,2,6.2,3.1,0
Lerwick,1967,3,6.9,1.7,5
Lerwick,1967,4,7.5,2.4,7
Lerwick,1967,5,9.3,4.7,4
Lerwick,1967,6,12.1,7.3,0
